,motif1,motif2,motif3,motif4,motif5,motif6,motif7,motif8,motif9,motif10,motif11,motif12,motif13,motif14,motif15,motif16
059_Cleveland_4,16.186395,14.534012999999998,12.235646,25.025715000000005,8.899501,9.044035999999991,16.22408200000001,25.570611999999983,21.293560000000014,18.481405999999993,10.243808999999999,33.707347,20.842449000000016,19.38979599999999,13.00571500000001,32.61346900000001
060_NewYork_4,17.043537999999998,15.254012999999997,12.335646000000004,24.483945999999996,8.708253999999997,8.697052000000014,16.204082,25.87061199999998,21.053560000000004,19.230794000000003,10.55442100000002,35.16734699999998,19.002449000000013,19.949795999999992,13.265715,31.933469000000002
061_Smetana_4,18.983538000000003,16.714012999999998,14.015646000000004,29.52571499999999,9.986485000000002,9.85705200000001,18.424082,29.95795899999999,27.386212999999998,25.061406000000005,11.703810000000004,37.84734599999999,21.44244900000004,21.60979599999996,14.385715000000005,35.373469
062_Kallaci_4,17.143538,15.074012999999997,12.635646000000001,24.805715,8.706485,8.557051999999999,16.314694000000003,26.22,18.773560000000003,18.481405999999993,10.883810000000011,34.147346,17.242448999999993,19.849795999999998,12.945715000000007,30.693468999999993
063_Novus_4,16.803538,15.474013000000003,12.875645999999996,24.585715,8.846485000000001,8.857051999999996,16.564082,27.737959000000018,21.526212999999984,20.92140599999999,11.123809000000023,36.047347,26.062448999999987,19.66979599999999,13.625715000000014,33.23591799999997
064_Crondes_4,17.403538,15.534012999999998,12.535646,25.665715000000006,8.646484999999998,8.517051999999993,16.524082000000007,26.650611999999995,20.533559999999994,19.661406,11.163810000000012,35.68734599999999,19.191021000000006,21.24122399999999,13.925715000000025,32.813469
065_Lindsay_4,17.403538,15.854013000000002,13.055645999999996,28.50571500000001,9.666484999999994,9.397052000000002,18.044082000000003,28.65061199999998,20.593560000000025,17.20140599999999,11.523809999999997,38.44734600000001,24.642449,22.669795999999963,13.205715000000055,30.875917999999956
066_Kontras_4,17.923538,15.934012999999997,13.215646,25.745715000000004,9.406485000000004,9.297051999999994,17.784081999999998,28.077958999999993,26.046213000000023,23.221405999999973,11.363809000000003,37.94734700000001,22.959592000000015,21.612652999999966,14.425715000000025,34.41346900000002
067_Bowman_4,17.943538,16.374013,13.635646000000001,26.985715,9.806484999999995,9.817052000000004,18.804081999999994,30.397959000000014,26.366212999999988,24.321405999999996,12.023809,38.66734700000001,19.862449000000026,21.949795999999992,14.925714999999968,35.873469
068_Smetana_4,17.506395,15.514013000000002,13.035646,28.505715000000002,9.566485,9.371746000000002,17.72,29.287346999999983,24.96621300000001,21.741406000000012,11.28380899999999,36.767347,21.442448999999982,21.16979600000002,14.48571499999997,33.933469
069_NewRussian_4,17.263538,15.394013000000001,12.895646,25.785714999999996,8.866484999999997,8.917052000000012,16.804081999999994,27.757959000000014,22.466212999999982,20.241406000000012,10.843808999999993,35.767347,18.12244899999999,20.40979600000003,13.785714999999982,34.19346899999999
070_Australian_4,17.183538,15.774012999999997,13.255646000000006,27.52571499999999,9.546485000000004,9.417051999999998,17.58408200000001,28.910612,26.43356,24.781406000000004,11.243809999999996,37.507345999999984,26.022449000000023,21.60979599999996,14.205715000000055,34.213468999999975
071_Koeckert_4,16.346394999999998,14.494013000000002,11.915646000000002,23.805714999999992,8.566485,8.49705200000001,15.804081999999994,25.230611999999994,21.473560000000006,21.661406,10.54380900000001,32.547347,16.642449,18.969796000000002,12.765714999999972,31.993469000000005
072_Orion_4,17.183538000000002,15.674012999999999,13.135646000000001,25.725714999999994,8.746485000000007,9.037052000000003,16.644081999999997,27.11061199999999,23.65356,20.441406,11.303809000000001,37.52734700000002,24.962448999999992,19.789796000000024,13.505714999999952,31.61346900000001
073_Montclaire_4,17.523538,15.554012999999998,12.835646000000004,25.785714999999996,9.366484999999997,9.297052000000008,17.524081999999993,27.730611999999994,23.533560000000023,20.70140599999999,11.703809000000007,37.547347,27.182448999999963,21.46979600000003,14.545714999999973,32.793469000000016
074_Vogler_4,17.683538,15.754013,13.115645999999998,27.065714999999997,9.466485000000006,9.377052000000006,17.54408199999999,30.090611999999993,21.513560000000012,18.20140599999999,12.06380900000002,37.127346999999986,21.642449,21.18979600000003,13.865714999999966,32.65346900000003
075_FineArts_4,17.883538,15.894013000000001,13.155645999999997,26.705715000000005,9.306484999999995,9.437051999999994,17.734694000000005,28.14,26.21356,20.781406000000004,12.203809000000007,37.96734699999999,24.502449000000013,22.189796,14.305714999999964,35.293469000000016
076_Panocha_4,17.183538,15.294013000000003,13.215646,25.365715,8.526484999999994,9.097052000000005,17.184082000000004,27.217959000000008,19.466212999999982,22.861406000000017,10.703808999999978,35.72734700000001,19.842448999999988,20.229795999999993,14.405715000000043,35.213468999999975
077_Carmina_4,17.263538,15.354012999999998,12.795645999999998,25.725715,8.706485,9.097052000000005,16.274693999999997,26.599999999999994,19.913560000000018,19.40140599999998,10.743808999999999,34.66734700000001,17.482449000000003,20.16979599999999,13.24571499999999,30.993469000000005
078_Borromeo_4,17.523538,15.914013,13.535646,26.605714999999996,9.006484999999998,9.377052000000006,17.524082000000007,27.610612000000003,21.15356,21.061405999999977,11.561360000000008,40.629796,19.94244900000001,20.529796000000005,14.245715000000018,33.65346899999997
